ticker,filed_date,period_end,form,sec_revenue_to_assets,sec_net_margin,sec_operating_margin,sec_liabilities_to_assets,sec_cash_to_assets,sec_ocf_to_assets,sec_roe,sec_profitable,sec_positive_ocf
AMD,2015-04-29,2015-03-28,10-Q,0.30046674445740956,-0.17475728155339806,-0.13300970873786408,,0.19749124854142358,-0.05046674445740957,-10.588235294117647,0.0,0.0
AMD,2015-07-30,2015-06-27,10-Q,0.27861579414374443,-0.1921443736730361,-0.1454352441613588,,0.24519372966577935,-0.06832298136645963,1.2836879432624113,0.0,0.0
AMD,2015-11-03,2015-09-26,10-Q,0.3285847011458656,-0.18567389255419417,-0.14891611687087652,,0.23381851966553113,-0.0898110870238464,0.5863095238095238,0.0,0.0
AMD,2016-02-18,2015-12-26,10-K,1.2836925056288195,-0.02555750438486595,-0.012277624655474818,,0.252492762946285,-0.07269218398198778,0.24757281553398058,0.0,0.0
AMD,2016-04-28,2016-03-26,10-Q,0.2791009728279101,-0.1310096153846154,-0.08173076923076923,,0.2401878564240188,-0.014089231801408923,0.21669980119284293,0.0,0.0
AMD,2016-07-26,2016-06-25,10-Q,0.30971049457177324,0.06718597857838364,-0.007789678675754625,,0.28860072376357054,-0.03829915560916767,-0.16707021791767554,1.0,0.0
AMD,2016-10-26,2016-09-24,10-Q,0.3614491150442478,-0.31063504208110176,-0.22417750573833206,,0.3478982300884956,-0.027101769911504425,-1.0545454545454545,0.0,0.0
AMD,2017-02-21,2016-12-31,10-K,1.2863595302619693,-0.11633895131086143,-0.0007022471910112359,,0.3806082505269497,0.02710027100271003,-1.1947115384615385,0.0,1.0
AMD,2017-05-08,2017-04-01,10-Q,0.2982722036980903,-0.0741869918699187,-0.029471544715447155,,0.21885419824189148,-0.09063352531070021,-0.1784841075794621,0.0,0.0
AMD,2017-08-03,2017-07-01,10-Q,0.3626112759643917,-0.01309328968903437,0.020458265139116204,,0.22551928783382788,-0.11305637982195846,-0.03836930455635491,0.0,0.0
AMD,2017-11-02,2017-09-30,10-Q,0.4581706636921361,0.04321363359707851,0.07668898356664638,,0.24511991076408254,-0.08784160624651423,0.13653846153846153,1.0,0.0
AMD,2018-02-27,2017-12-30,10-K,0.4180790960451977,0.04121621621621622,0.05540540540540541,,0.3347457627118644,0.0192090395480226,0.09983633387888707,1.0,1.0
AMD,2018-05-03,2018-03-31,10-Q,0.43768269997342546,0.04918032786885246,0.07285974499089254,,0.2777039596066968,-0.022854105766675525,0.11328671328671329,1.0,0.0
AMD,2018-08-02,2018-06-30,10-Q,0.42797952717523763,0.06605922551252848,0.08712984054669703,,0.23105045088959297,-0.03192785766512308,0.13196814562002276,1.0,0.0
AMD,2018-10-31,2018-09-29,10-Q,0.3802622498274672,0.06170598911070781,0.09074410163339383,,0.24062571888658846,-0.008281573498964804,0.09066666666666667,1.0,0.0
AMD,2019-02-08,2018-12-29,10-K,0.3114574187884109,0.026779422128259338,0.019732205778717406,,0.23661106233538193,0.007462686567164179,0.030015797788309637,1.0,1.0
AMD,2019-05-01,2019-03-30,10-Q,0.25795984587304804,0.012578616352201259,0.029874213836477988,,0.1983370513080511,-0.04319610626647739,0.008948545861297539,1.0,0.0
AMD,2019-07-31,2019-06-29,10-Q,0.30007840062720503,0.022860875244937948,0.038536903984323974,,0.18874950999607998,-0.03586828694629557,0.01841136244082062,1.0,0.0
AMD,2019-10-30,2019-09-28,10-Q,0.3428517037883114,0.06662965019433648,0.10327595780122155,,0.22006472491909385,0.009708737864077669,0.05514705882352941,1.0,1.0
AMD,2020-02-04,2019-12-28,10-K,0.3528533510285335,0.07992477668077104,0.16361071932299012,,0.24319840743198406,0.08178500331785003,0.060134418111071807,1.0,1.0
AMD,2020-04-29,2020-03-28,10-Q,0.30457025920873126,0.09070548712206047,0.09910414333706608,,0.2268076398362892,-0.011084583901773533,0.05334211392821864,1.0,0.0
AMD,2020-07-29,2020-06-27,10-Q,0.2934832143399666,0.08126293995859213,0.08954451345755693,,0.26963390551420324,0.027039343764241226,0.04750378214826021,1.0,1.0
AMD,2020-10-28,2020-09-26,10-Q,0.3988324078029332,0.13923598714744734,0.1602998928953945,,0.1845365228534814,0.07361526413213726,0.1008533747090768,1.0,1.0
AMD,2021-01-29,2020-12-26,10-K,0.36197277393438965,0.5490135635018496,0.17570900123304561,,0.1779736665922785,0.11950457487168042,0.3051224944320713,1.0,1.0
AMD,2021-04-28,2021-03-27,10-Q,0.3428884244052951,0.16110304789550073,0.19216255442670538,,0.17547526624863144,0.08937991440230915,0.0856878184344604,1.0,1.0
AMD,2021-07-28,2021-06-26,10-Q,0.3601159854082873,0.18441558441558442,0.21584415584415584,,0.24534655317556822,0.17304274623515106,0.10049539985845718,1.0,1.0
AMD,2021-10-27,2021-09-25,10-Q,0.38671209540034074,0.21400417342916764,0.21980060282865754,,0.21877521743028783,0.24199766878866671,0.12934417040358745,1.0,1.0
AMD,2022-02-03,2021-12-25,10-K,1.3232949512843224,0.1924059875867105,0.22197882438846295,,0.2041227151944601,0.28351719140027376,0.4217687074829932,1.0,1.0
AMD,2022-05-04,2022-03-26,10-Q,0.08797728461480983,0.13351452352641413,0.16154238151860031,,0.0708361353956512,0.01486961070014197,0.01420490484882439,1.0,1.0
AMD,2022-08-03,2022-06-25,10-Q,0.09703416195075701,0.0682442748091603,0.08030534351145038,,0.07353856182039051,0.030117626144410537,0.0081023763345357,1.0,1.0
AMD,2022-11-02,2022-09-24,10-Q,0.08206633142115587,0.011859838274932614,-0.011500449236298293,,0.05010986418132751,0.04421111619058855,0.0012100766381870852,1.0,1.0
AMD,2023-02-27,2022-12-31,10-K,0.3492305415803492,0.055929833481632135,0.05355705266725986,,0.07154483575022196,0.052752293577981654,0.02410958904109589,1.0,1.0
AMD,2023-05-03,2023-04-01,10-Q,0.07914658307951622,-0.025966747618158044,-0.02708761442181954,,0.05655439571812994,0.0071857349853623916,-0.0025414122207189087,0.0,1.0
AMD,2023-08-02,2023-07-01,10-Q,0.07884708755719687,0.005038253405486098,-0.003732039559619332,,0.05651271940794798,0.012726764459222857,0.0004896982008125363,1.0,1.0
AMD,2023-11-01,2023-09-30,10-Q,0.08576582971046638,0.051551724137931035,0.038620689655172416,,0.052657261999822555,0.019016354656493064,0.005439330543933054,1.0,1.0
AMD,2024-01-31,2023-12-30,10-K,0.33409442439419607,0.037654320987654324,0.017680776014109348,,0.05793621565883479,0.024556234808867938,0.015279467544550203,1.0,1.0
AMD,2024-05-01,2024-03-30,10-Q,0.08060976507842993,0.02247396309154029,0.006577745295084963,,0.06171293909713528,0.007673613668164077,0.002188689988967579,1.0,1.0
AMD,2024-07-31,2024-06-29,10-Q,0.0859529210735645,0.04541559554413025,0.04610111396743787,,0.06058686621689303,0.01640986359485019,0.004687113092079663,1.0,1.0
AMD,2024-10-30,2024-09-28,10-Q,0.09792348785111149,0.11306643202815662,0.1061739257955712,,0.055962433224194384,0.02501579642713539,0.01352987628323243,1.0,1.0
AMD,2025-02-05,2024-12-28,10-K,0.3724756594343166,0.06364165212332752,0.0736862516967229,,0.054704879669488345,0.04392858174674255,0.028505419677598665,1.0,1.0
AMD,2025-05-07,2025-03-29,10-Q,0.10395527603074772,0.0953213229362732,0.10836246302769562,,0.08454227812718379,0.013123689727463313,0.012249270054076467,1.0,1.0
AMD,2025-08-06,2025-06-28,10-Q,0.10271317829457365,0.11346779440468445,-0.017436564736499675,,0.05936915263298583,0.03942796043838546,0.01461493337802732,1.0,1.0
AMD,2025-11-05,2025-09-27,10-Q,0.12024814347582942,0.1344365130867402,0.13735669478693488,,0.06253007504129222,0.06644470744300374,0.02044744201348906,1.0,1.0
AMD,2026-02-04,2025-12-27,10-K,0.4502898889842186,0.12514795461762754,0.10664280146655504,,0.07200426383797416,0.10021319189870785,0.06881061604152447,1.0,1.0
AMD,2026-05-06,2026-03-28,10-Q,0.12873860525853192,0.1348873500438896,0.14395786599044183,,0.07012631526079205,0.03710353833404485,0.021454500325773323,1.0,1.0
COP,2009-08-04,2009-06-30,10-Q,0.23620504687718644,0.03661701647483638,,0.6001479280083692,0.005917120334770412,0.029665562759457063,0.022026506473892312,1.0,1.0
COP,2009-11-03,2009-09-30,10-Q,0.2635556692711921,0.037413187962064075,,0.5926115451986853,0.004205291713410354,0.04844942169038294,0.024204067829363737,1.0,1.0
COP,2010-02-25,2009-12-31,10-K,0.9787204760531628,0.03252957995460055,,0.5867499410176423,0.003552048653891525,0.08178231577843605,0.07704140698098545,1.0,1.0
COP,2010-05-04,2010-03-31,10-Q,0.28952264065628835,0.046808415697998706,,0.5903559201601963,0.005522899037529875,0.01963697435566178,0.033082611917939986,1.0,1.0
COP,2010-08-05,2010-06-30,10-Q,0.3016453623494612,0.09114389528520772,,0.5645930171138812,0.027202619902810057,0.04301579336572998,0.06314352869815755,1.0,1.0
COP,2010-11-02,2010-09-30,10-Q,0.3039148152678439,0.06471360786307405,,0.5498895920377511,0.05147650531438909,0.06987568642851165,0.04369466653317505,1.0,1.0
COP,2011-02-23,2010-12-31,10-K,1.211925995112402,0.05995534229654616,,0.5578834909221183,0.06048082705323899,0.10904333584963599,0.1643490717562112,1.0,1.0
COP,2011-05-03,2011-03-31,10-Q,0.35410259140707706,0.05356447903767911,,0.5582581134155584,0.038661262942941435,0.012195962240749673,0.042937564697040596,1.0,1.0
COP,2011-08-02,2011-06-30,10-Q,0.40999450233650697,0.051838420162433146,,0.5590748931704026,0.034391633555738814,0.05135942224554564,0.04820198928844682,1.0,1.0
COP,2011-11-01,2011-09-30,10-Q,0.4058724279037294,0.041666666666666664,,0.5712300163553969,0.02221877444420741,0.08943105198171816,0.03944154630160118,1.0,1.0
COP,2012-02-21,2011-12-31,10-K,1.5976832213013117,0.050797955990899174,,0.5710108986490896,0.03772107289695229,0.12821249102656138,0.1891867222441963,1.0,1.0
COP,2012-04-30,2012-03-31,10-Q,0.3446196916767456,0.05232309556046462,,0.5883927529914478,0.022758946715700418,0.02567518617886678,0.04380770550243873,1.0,1.0
COP,2012-07-31,2012-06-30,10-Q,0.12269314434074802,0.1620674864169288,,0.5926338502561224,0.009157252122658058,0.057294224966669006,0.04881252287750576,1.0,1.0
COP,2012-10-30,2012-09-30,10-Q,0.12585703265175222,0.12382920110192837,,0.5850098379980757,0.010990820757742548,0.08712912480822405,0.03755456691104288,1.0,1.0
COP,2013-02-19,2012-12-31,10-K,0.49483541623984156,0.14539306846999156,,0.5866028136310866,0.030885064535955745,0.11884518199822441,0.17403514568319325,1.0,1.0
COP,2013-04-30,2013-03-31,10-Q,0.12027508914926134,0.15099534095722153,,0.5819324163695024,0.04603498047206656,0.0401596196298183,0.043440292445166534,1.0,1.0
COP,2013-08-02,2013-06-30,10-Q,0.11415427501346764,0.15355805243445692,,0.5815882408270413,0.033425397829786145,0.07243452162090519,0.041894874519741686,1.0,1.0
COP,2013-11-05,2013-09-30,10-Q,0.11391950567802271,0.1817782012753793,,0.5696643286573146,0.03242317969271877,0.10167000668002672,0.048120767603857424,1.0,1.0
COP,2014-02-25,2013-12-31,10-K,0.46090447834520615,0.16826861228015363,,0.5553673225645239,0.052906646789262816,0.13626468570266906,0.1744265792882725,1.0,1.0
COP,2014-05-06,2014-03-31,10-Q,0.12843157675484274,0.1377229970807655,,0.5532514059570923,0.062653613830452,0.05278900229118934,0.03959269689114339,1.0,1.0
COP,2014-08-05,2014-06-30,10-Q,0.11361469156911745,0.15056797626799798,,0.5422366171248192,0.05048993818229646,0.08185913455215046,0.03737025464210035,1.0,1.0
COP,2014-11-04,2014-09-30,10-Q,0.10152454910661758,0.223841059602649,,0.5322054695510396,0.04545072529541291,0.11882070159514564,0.0485797955480498,1.0,1.0
COP,2015-02-24,2014-12-31,10-K,0.4506989076618128,0.13077831086741298,,0.5514548777662414,0.04343610293549799,0.1435999965676726,0.1314062709238039,1.0,1.0
COP,2015-05-05,2015-03-31,10-Q,0.07011868195779793,0.0352514256091239,,0.5546427727594918,0.024208938405336146,0.01699351156831028,0.00555011426705844,1.0,1.0
COP,2015-08-04,2015-06-30,10-Q,0.07404265957161862,-0.021584468829133004,,0.5627884967366945,0.03404373097149183,0.03608831906288224,-0.003655373807919296,0.0,1.0
COP,2015-11-03,2015-09-30,10-Q,0.06854241191516673,-0.1474800330487469,,0.5794674796364289,0.02277510877875204,0.05640449650303448,-0.02403770620581304,0.0,1.0
COP,2016-02-23,2015-12-31,10-K,0.30327028025111813,-0.1497767555134623,,0.5888350908867096,0.02429116572976078,0.07767428501087358,-0.11047352926500674,0.0,1.0
COP,2016-05-03,2016-03-31,10-Q,0.0512951499489152,-0.2868580355399336,,0.6052747560951179,0.04874090991045135,0.0042170002203658075,-0.03727764102824371,0.0,1.0
COP,2016-08-02,2016-06-30,10-Q,0.055677015012388864,-0.20026178010471204,,0.6061486247319217,0.02980615070689404,0.0174901617839965,-0.02831011604239909,0.0,1.0
COP,2016-11-01,2016-09-30,10-Q,0.06803911586271265,-0.16212003117692908,,0.6133384243349879,0.0433795765983624,0.03139451020321581,-0.028527540048277376,0.0,1.0
COP,2017-02-21,2016-12-31,10-K,0.26392416343626074,-0.1525767104207994,,0.607605935035423,0.040212984003921044,0.04904647328788486,-0.10262306251064554,0.0,1.0
COP,2017-05-04,2017-03-31,10-Q,0.0854580382617394,0.0779462623038042,,0.595319018335171,0.035340388528298454,,0.0164602117918036,1.0,0.0
COP,2017-08-01,2017-06-30,10-Q,0.08693143941336341,-0.5072998082878631,,0.6090072303984411,0.09658479052356289,,-0.11279058329781304,0.0,0.0
COP,2017-10-31,2017-09-30,10-Q,0.08933890810969664,0.06279904306220095,,0.5897463298646826,0.09231776225270835,0.06139378314476163,0.013675436311539464,1.0,1.0
COP,2018-02-20,2017-12-31,10-K,0.39674490880837493,-0.02937538651824366,,0.5801504866279545,0.08621629726561435,0.09646683569150241,-0.02775883899873381,0.0,1.0
COP,2018-05-01,2018-03-31,10-Q,0.12439379586296605,0.10093203000681973,,0.5656821298796783,0.07046813805194621,0.03391915392989947,0.028908132039846345,1.0,1.0
COP,2018-07-31,2018-06-30,10-Q,0.25098642218869677,0.14611027626863946,,0.5470871533016131,0.046913078797725424,0.08328014390158989,0.08096854781884569,1.0,1.0
COP,2018-08-01,2018-06-30,10-Q,0.1233607984217245,0.19285042333019756,,0.5470871533016131,0.046913078797725424,0.08328014390158989,0.052527064249567615,1.0,1.0
COP,2018-10-30,2018-09-30,10-Q,0.1339219910425761,0.1969520584188803,,0.5453398718748228,0.05266738477237939,0.12969839560065763,0.05801303033136943,1.0,1.0
COP,2019-02-19,2018-12-31,10-K,0.5203915404401257,0.17181536095779443,,0.541811946270363,0.08452414975707345,0.18482423549585597,0.19514096806387227,1.0,1.0
COP,2019-05-02,2019-03-31,10-Q,0.12797560770930655,0.200327868852459,,0.538714369632717,0.08696746762147194,0.04047665668969761,0.05557745368545526,1.0,1.0
COP,2019-08-01,2019-06-30,10-Q,0.11160382256774393,0.19866716962152647,,0.5358751631327093,0.08336958504651913,0.08118044933413789,0.04777166354235956,1.0,1.0
COP,2019-10-31,2019-09-30,10-Q,0.1102644299118567,0.39401753481175866,,0.49901905032698324,0.10226044924651692,0.11546772817742394,0.08672209767587048,1.0,1.0
COP,2020-02-18,2019-12-31,10-K,0.46185154721048305,0.2207449258451807,,0.5029355872592677,0.0721558839379414,0.15747227500921804,0.20510699001426533,1.0,1.0
COP,2020-05-05,2020-03-31,10-Q,0.09469038795688343,-0.2823968821045794,,0.5173681054234004,0.06009256838835668,0.03236818230744391,-0.05540510402395896,0.0,1.0
COP,2020-08-04,2020-06-30,10-Q,0.04360308346286838,0.09457984721716987,,0.5004758430352441,0.04610919011515401,0.035878564857405704,0.008255802876829772,1.0,1.0
COP,2020-11-03,2020-09-30,10-Q,0.06944598381810409,-0.10259917920656635,,0.512595595104264,0.039425558528745824,0.04955903541966845,-0.014618458239937628,0.0,1.0
COP,2021-02-16,2020-12-31,10-K,0.2999776422115047,-0.14379258943781942,,0.5233159794308346,0.04776581813536044,0.07668721453895046,-0.09048879359442527,0.0,1.0
COP,2021-05-06,2021-03-31,10-Q,0.11740527881662743,0.09993893751272136,,0.4843654785943866,0.0338260069539866,0.024852735593179836,0.022755184798980418,1.0,1.0
COP,2021-08-05,2021-06-30,10-Q,0.11189302483519314,0.21881540393470073,,0.4815638794890109,0.07737433111249019,0.074130885331897,0.047226488391001895,1.0,1.0
COP,2021-11-04,2021-09-30,10-Q,0.1297305965362412,0.2100476779092354,,0.4946966920186933,0.11262943278658481,0.12746265921378172,0.05392723563413805,1.0,1.0
COP,2022-02-17,2021-12-31,10-K,0.5054874753201487,0.17628960460853627,,0.4991672273634749,0.05545934856222631,0.18746759907788355,0.17792802713297803,1.0,1.0
COP,2022-05-05,2022-03-31,10-Q,0.15546362584129977,0.3970081345650076,,0.47252111287349424,0.06874008659493291,0.0543147425729841,0.11701003697834125,1.0,1.0
COP,2022-08-04,2022-06-30,10-Q,0.17854055265601484,0.30756814921090386,,0.46418622522493674,0.07374083442733181,0.1385589104842411,0.10248595673479144,1.0,1.0
COP,2022-11-03,2022-09-30,10-Q,0.16837310332465177,0.2835045090180361,,0.48249101089237323,0.08446070626443265,0.22904562565243522,0.09223904317528882,1.0,1.0
COP,2023-02-16,2022-12-31,10-K,0.650641059800275,0.3059837179970188,,0.48839910901746797,0.06882733483251446,0.30176171546110475,0.3891423452700873,1.0,1.0
COP,2023-05-04,2023-03-31,10-Q,0.13083846414628011,0.24406552992310265,,0.4774444723920342,0.076267757351735,0.059087280322831115,0.06110959964841052,1.0,1.0
COP,2023-08-03,2023-06-30,10-Q,0.1229284080129457,0.2026327734906945,,0.4695496903074605,0.06400312482562356,0.1033089671335305,0.04695882687088426,1.0,1.0
COP,2023-11-02,2023-09-30,10-Q,0.13453139849013893,0.22208111754901183,,0.49018163180318414,0.09428623292863932,0.15698711172331314,0.05860299507801864,1.0,1.0
COP,2024-02-15,2023-12-31,10-K,0.5058379550477461,0.22581509418408144,,0.4862703807180685,0.05874442266794545,0.20813352237187774,0.22234623267517603,1.0,1.0
COP,2024-05-02,2024-03-31,10-Q,0.12907454797164072,0.20728040952303567,,0.48268448210764775,0.0584595376935017,0.05228216637999748,0.0517181956411556,1.0,1.0
COP,2024-08-01,2024-06-30,10-Q,0.1318832427026689,0.1839652448657188,,0.48179052857470256,0.04473196241431756,0.10317311498635331,0.04681877575635742,1.0,1.0
COP,2024-10-31,2024-09-30,10-Q,0.12102503645332423,0.1759377937281039,,0.48416219402475724,0.05399228533904177,0.16201822149143216,0.04127824221647521,1.0,1.0
COP,2025-02-18,2024-12-31,10-K,0.40249226258348264,0.1870775830668987,,0.47225932562306566,0.045667046750285066,0.1639029157843297,0.14267856040496327,1.0,1.0
COP,2025-05-08,2025-03-31,10-Q,0.11652743573647528,0.19676773257821673,,0.4749625766574919,0.050775025351296535,0.0492137074057978,0.04367086667279806,1.0,1.0
COP,2025-08-07,2025-06-30,10-Q,0.10294537475835855,0.15616829094366533,,0.4651506129740047,0.03997585624678831,0.07830406447034641,0.030058561581162692,1.0,1.0
COP,2025-11-06,2025-09-30,10-Q,0.10889836044157032,0.12941441103696483,,0.46989515970997453,0.04294859233130838,0.12637990724410478,0.02658533955608952,1.0,1.0
COP,2026-02-17,2025-12-31,10-K,0.4249993849383708,0.154137079345477,,0.47115360959168107,0.053280738730020746,0.1623434668153749,0.12386992727216338,1.0,1.0
COP,2026-04-30,2026-03-31,10-Q,0.11000203707476064,0.1617037037037037,,0.4741006314931758,0.04788755347321247,0.03499694438785903,0.033823461055763004,1.0,1.0
DVN,2009-08-06,2009-06-30,10-Q,0.07724433603134125,0.15023923444976076,,,0.024245112170602802,0.07676386886942381,0.022949861131413535,1.0,1.0
DVN,2009-11-05,2009-09-30,10-Q,0.07455314310081376,0.23784556720686367,,,0.0324082299847198,0.11698233893607192,0.03405445983757592,1.0,1.0
DVN,2010-02-25,2009-12-31,10-K,0.2699925890992387,-0.3092950717404866,,,0.034056457589436095,0.1595701677558445,-0.1592164418754014,0.0,1.0
DVN,2010-05-06,2010-03-31,10-Q,0.1049646314828699,0.3701863354037267,,,0.03853049515923982,0.048733578902761025,0.07030374520790328,1.0,1.0
DVN,2010-08-06,2010-06-30,10-Q,0.07447198958993693,0.3163082437275986,,,0.09729405091588536,0.09649327683427313,0.04194890077243019,1.0,1.0
DVN,2010-11-04,2010-09-30,10-Q,0.07384740922072623,0.8882277943051424,,,0.12547468851018423,0.13294416721589306,0.11205232682822218,1.0,1.0
DVN,2011-02-25,2010-12-31,10-K,0.06484040453123577,0.26323185011709604,,,0.09991800042518298,0.16636802623986394,0.029190256063990026,1.0,1.0
DVN,2011-05-04,2011-03-31,10-Q,0.06214182344428365,0.19375873311597577,,,0.049667149059334295,0.036468885672937774,0.021633990327110095,1.0,1.0
DVN,2011-08-04,2011-06-30,10-Q,0.0835560630043854,0.8518633540372671,,,0.08695539351791784,0.07291693696966552,0.12801008026880717,1.0,1.0
DVN,2011-11-02,2011-09-30,10-Q,0.08784427833241358,0.2964020559680183,,,0.1409220889981438,0.10570410876436061,0.049189650270116576,1.0,1.0
DVN,2012-02-24,2011-12-31,10-K,0.06286937276552278,0.19613152804642167,,,0.13510226913442128,0.15137291144781964,0.02365842277181521,1.0,1.0
DVN,2012-05-02,2012-03-31,10-Q,0.05860814458396902,0.15738886663996796,,,0.13679145640183077,0.024081680553925594,0.017899435234104574,1.0,1.0
DVN,2012-08-01,2012-06-30,10-Q,0.05886818495514148,0.18640093786635403,,,0.14034966643662297,0.05640671727628249,0.021462317210348705,1.0,1.0
DVN,2012-11-07,2012-09-30,10-Q,0.04282630660420685,-0.38552278820375335,,,0.12257738587305961,0.087558556076054,-0.03301042192736789,0.0,1.0
DVN,2013-02-21,2012-12-31,10-K,0.059571619812583666,-0.13831848120883378,,,0.10702580436689287,0.11438858883811107,-0.0167778926590845,0.0,1.0
DVN,2013-05-01,2013-03-31,10-Q,0.047424366312346686,-0.6790060851926978,,,0.12685777499879755,0.02409696503294695,-0.0679419525065963,0.0,1.0
DVN,2013-08-07,2013-06-30,10-Q,0.07723638180909545,0.22096408929149142,,,0.08403298350824588,0.05992003998001,0.03403767567028805,1.0,1.0
DVN,2013-11-06,2013-09-30,10-Q,0.06659158791558537,0.1577205882352941,,,0.10576311021887089,0.09790432355677423,0.020813118571705803,1.0,1.0
DVN,2014-02-28,2013-12-31,10-K,0.06119831144902862,0.07888719512195122,0.23666158536585366,,0.14147445017142057,0.12678125801711873,0.010098053563588468,1.0,1.0
DVN,2014-05-09,2014-03-31,10-Q,0.07059603904103098,0.08697986577181208,0.18523489932885906,,0.038415616412394576,,0.012936197396789906,1.0,0.0
DVN,2014-08-06,2014-06-30,10-Q,0.08823241709869901,0.14966740576496673,0.39334811529933483,,0.033375721412501225,,0.02590275912352738,1.0,0.0
DVN,2014-11-05,2014-09-30,10-Q,0.10495879147898267,0.1904047976011994,0.33245877061469264,,0.06703515017997994,,0.03795576808129109,1.0,0.0
DVN,2015-02-20,2014-12-31,10-K,0.11839168987104291,-0.06805671392827356,0.7836530442035029,,0.029227639868080652,0.11811521219661512,-0.015489161383394708,0.0,1.0
DVN,2015-05-06,2015-03-31,10-Q,0.07200829253231,-1.1022970903522205,-1.6830015313935682,,0.040977460191433994,,-0.15634910291498327,0.0,0.0
DVN,2015-08-05,2015-06-30,10-Q,0.08355907993892528,-0.8299440023577954,-1.285882699675803,,0.0424814066886667,,-0.13974492581013348,0.0,0.0
DVN,2015-11-04,2015-09-30,10-Q,0.10482955372478239,-0.9738961399611219,-1.5118022771452375,,0.05202177520305086,,-0.220261273709333,0.0,0.0
DVN,2016-02-17,2015-12-31,10-K,0.09772450223486388,-1.5703395703395704,-7.1819126819126815,,0.07822023567655424,,-0.4124124124124124,0.0,0.0
DVN,2016-05-04,2016-03-31,10-Q,0.07423962007193491,-1.4374412041392286,-1.6462841015992473,,0.05709396934036386,,-0.2908260373049105,0.0,0.0
DVN,2016-08-03,2016-06-30,10-Q,0.09132286007928352,-0.6310289389067524,-0.6016881028938906,,0.06324328292468066,,-0.17602870276936877,0.0,0.0
DVN,2016-11-02,2016-09-30,10-Q,0.157871181889382,0.23458540042523032,0.34609024332624616,,0.08894939022116137,,0.0986979425504423,1.0,0.0
DVN,2017-02-15,2016-12-31,10-K,0.12927874040057113,0.09880597014925373,-0.8641791044776119,,0.0755991201327519,,0.031903614457831325,1.0,0.0
DVN,2017-05-03,2017-03-31,10-Q,0.1357235784801408,0.159289540456724,0.19904144347335775,,0.08108211525216194,,0.0517304522981139,1.0,0.0
DVN,2017-08-02,2017-06-30,10-Q,0.1220631013649586,0.12985029025359,0.1655973113351665,,0.08834936973222943,,0.03751103265666372,1.0,0.0
DVN,2017-11-01,2017-09-30,10-Q,0.11451794332160092,0.07224334600760456,0.10329531051964512,,0.10091077325011794,,0.019105077928607342,1.0,0.0
